51,48
33,65
65,41
47,58
59,47
45,43
65,45
64,53
33,69
14,9
51,59
40,45
50,45
23,2
69,52
52,61
62,51
37,49
39,53
1,15
13,6
11,9
29,22
21,13
41,65
24,9
51,51
27,26
21,7
3,5
13,2
66,57
47,65
63,55
68,43
29,9
1,25
38,65
45,51
65,37
19,24
21,20
3,14
35,53
37,45
53,39
49,47
26,11
7,7
45,65
29,23
59,58
22,3
44,69
65,40
57,43
59,68
13,4
61,43
12,21
51,33
31,21
51,37
17,7
1,13
22,15
2,7
51,24
11,21
27,15
45,54
21,21
33,59
17,9
8,19
39,46
13,17
1,2
8,23
48,55
57,60
53,61
59,61
43,38
27,69
33,15
37,55
35,25
8,25
1,4
49,68
59,57
60,59
3,10
21,12
29,24
67,68
34,63
53,57
22,25
53,34
25,26
57,37
4,7
52,65
9,6
3,23
45,69
17,15
43,61
32,17
47,41
4,23
18,5
69,66
50,63
57,61
43,42
4,11
53,63
12,29
39,21
65,39
52,33
28,19
19,28
10,7
47,61
29,17
34,65
39,51
61,59
48,59
59,55
13,9
67,63
15,1
57,68
33,63
29,19
24,19
55,44
63,48
59,52
39,50
39,69
10,31
35,17
46,63
45,39
51,53
10,9
47,53
35,68
25,15
29,6
69,37
23,66
53,67
24,11
55,56
21,4
27,60
9,12
53,47
25,62
17,2
23,29
60,69
24,59
6,9
37,65
34,69
53,33
23,27
41,51
13,23
55,53
65,53
37,17
32,63
44,61
69,41
10,13
68,39
56,55
51,41
27,11
66,47
3,17
9,11
49,43
37,53
13,7
48,33
67,55
33,67
69,60
43,36
51,69
57,57
45,49
17,18
59,29
61,49
16,27
43,69
19,8
55,59
54,59
52,57
14,21
5,18
45,67
10,17
60,65
25,23
19,0
19,27
17,19
61,54
29,68
41,47
18,3
54,41
37,61
10,3
23,21
19,26
25,3
25,66
68,69
29,13
46,57
69,51
2,13
15,7
50,53
56,49
30,61
51,55
64,65
24,25
53,58
55,45
67,60
15,18
8,17
64,45
33,61
6,11
56,57
23,17
25,65
31,63
52,43
62,61
11,20
67,59
22,17
31,16
67,39
20,19
57,55
63,50
53,51
19,21
67,47
54,49
67,69
39,52
60,47
19,10
43,58
33,47
53,43
65,67
47,45
25,16
51,35
7,20
19,7
65,63
45,66
12,25
61,53
43,53
45,52
65,57
3,9
49,56
27,68
49,57
9,17
62,53
67,64
7,11
1,3
68,41
48,53
67,51
49,67
5,6
62,67
46,49
50,59
21,31
21,29
22,21
61,41
19,9
57,51
49,65
41,67
68,51
61,61
35,19
65,43
4,21
2,23
51,22
64,57
19,5
17,20
37,46
38,55
28,23
59,42
22,11
7,17
56,69
29,21
34,23
70,43
61,65
63,43
54,51
40,61
58,37
48,49
45,40
44,63
63,47
46,35
51,54
13,31
19,22
67,43
69,39
4,9
27,16
64,69
63,42
68,65
31,68
25,9
65,56
47,57
39,54
55,65
18,33
69,35
13,30
67,67
63,61
5,5
58,53
65,62
45,63
14,27
39,55
52,37
51,63
48,43
29,11
31,19
27,67
47,46
60,55
17,23
2,1
47,59
11,26
34,53
57,42
9,5
43,56
67,41
57,47
43,47
69,65
43,45
5,11
57,45
35,69
21,3
33,21
53,65
53,52
63,63
11,11
41,55
40,55
59,59
13,14
35,51
13,25
39,4
27,17
51,56
66,43
17,5
44,55
9,15
24,27
12,15
31,23
3,7
3,3
19,12
44,51
33,17
31,30
9,9
65,61
13,22
59,44
31,66
34,25
43,65
37,21
25,64
31,59
13,27
4,3
10,27
32,55
69,44
25,24
35,67
41,68
3,4
69,49
31,67
15,20
45,68
65,54
15,4
57,53
43,57
27,59
68,47
63,59
39,70
69,38
47,48
41,50
35,57
41,61
11,29
14,17
49,69
11,31
54,35
66,49
7,4
25,14
60,41
9,7
49,49
11,13
19,25
43,66
25,13
20,27
42,69
27,23
64,61
27,12
63,57
11,4
23,23
19,3
13,13
61,57
46,33
21,25
46,55
35,18
25,25
41,54
53,41
35,61
7,16
15,6
19,58
59,37
32,67
45,48
23,0
27,14
55,54
56,61
32,61
63,60
39,41
53,55
27,70
49,44
49,63
50,57
53,35
34,59
36,13
25,63
51,65
36,55
37,68
43,34
31,70
63,44
46,61
27,25
47,43
11,34
39,62
51,39
65,59
62,33
59,66
46,67
37,63
51,61
23,19
25,19
55,63
51,43
66,39
7,23
28,57
67,62
58,49
69,67
15,31
41,49
41,69
21,6
53,45
53,46
17,1
14,25
33,26
25,20
27,65
15,24
68,49
39,47
0,7
55,57
28,11
7,6
48,41
56,63
9,25
12,13
28,15
22,7
45,45
13,19
40,35
67,57
49,37
7,13
31,18
23,25
63,53
66,67
27,61
50,37
12,17
17,13
54,65
29,15
64,51
52,45
67,49
17,10
49,55
11,15
37,67
10,15
65,69
21,5
21,33
50,47
19,11
69,45
57,64
25,17
50,65
45,59
61,45
4,15
26,19
17,26
43,63
5,21
12,11
20,33
13,29
47,62
53,37
36,53
28,9
23,11
59,53
18,29
59,41
15,9
45,38
62,43
37,60
51,67
55,66
51,45
54,43
49,51
16,15
21,18
43,35
61,63
32,23
57,39
23,13
51,42
39,59
15,15
41,66
23,65
45,36
19,29
42,59
28,27
49,59
61,51
29,61
61,58
10,19
43,39
63,49
22,27
11,32
7,21
39,68
41,46
19,16
7,12
53,31
15,12
69,55
13,5
41,63
29,63
41,62
45,55
6,7
43,67
31,17
14,31
39,64
30,17
12,1
26,1
6,19
65,55
35,35
7,15
62,69
65,49
3,13
61,39
15,27
47,47
11,25
57,49
61,33
11,19
51,47
45,32
35,58
42,53
1,7
52,23
5,9
41,53
43,49
68,57
49,41
61,55
5,7
45,47
25,21
63,67
69,46
37,62
15,3
25,27
41,52
27,27
13,8
66,59
53,54
69,54
57,67
47,63
58,69
46,41
41,41
39,58
67,45
27,21
47,51
27,32
63,64
60,49
47,69
65,65
47,70
1,11
21,27
55,46
67,53
9,8
7,9
2,17
23,1
28,29
3,11
19,15
49,61
30,13
41,64
55,49
1,12
64,41
57,66
55,55
9,3
27,29
49,39
4,1
27,13
37,34
55,52
21,23
40,59
18,23
19,17
53,69
65,35
1,5
24,17
70,35
51,36
37,57
11,5
15,19
53,68
9,24
45,53
54,69
36,61
42,47
51,27
39,48
65,34
69,69
35,59
62,57
43,55
35,62
55,69
45,37
37,43
47,67
37,51
5,16
51,50
63,46
7,5
51,38
49,40
9,1
61,69
23,9
61,46
53,49
0,13
63,41
8,13
67,61
51,49
23,22
33,16
61,62
26,23
42,37
11,3
51,57
67,37
37,69
57,58
26,61
68,35
13,11
7,2
43,37
27,18
53,59
23,15
23,14
61,67
48,51
25,11
17,14
23,5
45,58
28,63
60,51
18,15
55,67
39,61
49,45
63,39
45,61
21,10
61,64
41,59
55,31
3,1
37,52
70,67
57,65
46,43
19,6
17,8
5,0
10,1
13,28
45,57
29,66
6,3
30,21
53,40
44,41
68,55
33,20
5,1
43,59
57,59
66,45
43,51
17,22
25,69
16,11
29,65
65,48
58,47
45,46
43,44
33,45
39,45
16,7
48,65
54,61
15,32
35,65
33,56
17,27
60,45
61,35
25,67
37,58
49,31
21,8
19,1
20,31
39,49
18,19
51,52
12,9
13,1
19,13
69,63
55,61
54,63
9,27
51,60
15,13
32,13
9,13
2,9
